"id";"period";"subject";"municipality";"settlement";"oktmo";"water_body";"indicator";"hazard_class";"cnt_cases";"value_min";"value_max";"unit"
4204;2016-05-31;Магаданская область;Ольский;с. Талон;"44702000136";р. Тауй;Медь;"3";1;51;51;ПДК
4205;2016-05-31;Мурманская область;Городской округ город Кировск с подведомственной территорией;г. Кировск;"47712000001";оз. Большой Вудъявр;Молибден;"2";1;16;16;ПДК
4206;2016-05-31;Мурманская область;Городской округ город Апатиты с подведомственной территорией;г. Апатиты;"47705000001";оз. Имандра;Молибден;"2";1;9;9;ПДК
4207;2016-05-31;Мурманская область;Городской округ город Апатиты с подведомственной территорией;г. Апатиты;"47705000001";р. Белая;Молибден;"2";1;12;12;ПДК
4208;2016-05-31;Мурманская область;Городской округ город Мончегорск с подведомственной территорией;г. Мончегорск;"47715000111";р. Нюдуай;Ртуть;"1";1;6;6;ПДК
4209;2016-05-31;Новосибирская область;Новосибирск;г. Новосибирск;"50701000001";р. Плющиха;Марганец;"4";1;54;54;ПДК
4210;2016-05-31;Оренбургская область;Медногорск;г. Медногорск;"53715000001";р. Блява;Медь;"3";1;51;51;ПДК
4211;2016-05-31;Пермский край;NaN;д. Шубино;NaN;р. Ирень;Взвешенные вещества;"";1;62;62;ПДК
4212;2016-05-31;Приморский край;NaN;с. Астраханка;NaN;оз. Ханка;Алюминий;"4";1;73;73;ПДК
4213;2016-05-31;Приморский край;Дальнегорский;с. Краснореченский;"05707000111";р. Рудная;Цинк;"3";1;52;52;ПДК
4214;2016-05-31;Сахалинская область;городской округ Охинский;г. Оха;"64736000001";р. Охинка;Нефть и нефтепродукты;"3";1;100;100;ПДК
4215;2016-05-31;Свердловская область;муниципальное образование «город Екатеринбург»;г. Екатеринбург;"65701000001";оз. Шарташ;Взвешенные вещества;"";1;105;105;ПДК
4216;2016-05-31;Свердловская область;городской округ Красноуральск;г. Красноуральск;"65746000001";р. Айва;Медь;"3";1;170;170;ПДК
4217;2016-05-31;Свердловская область;городской округ Красноуральск;г. Красноуральск;"65746000001";р. Айва;Медь;"3";1;76;76;ПДК
4218;2016-05-31;Свердловская область;городской округ Красноуральск;г. Красноуральск;"65746000001";р. Айва;Марганец;"4";1;55;55;ПДК
4219;2016-05-31;Свердловская область;муниципальное образование «город Екатеринбург»;г. Екатеринбург;"65701000001";р. Исеть;Медь;"3";1;65;65;ПДК
4220;2016-05-31;Свердловская область;муниципальное образование «город Екатеринбург»;г. Екатеринбург;"65701000001";р. Исеть;Марганец;"4";1;90;90;ПДК
4221;2016-05-31;Свердловская область;муниципальное образование «город Екатеринбург»;г. Екатеринбург;"65701000001";р. Исеть;Марганец;"4";1;90;90;ПДК
4222;2016-05-31;Свердловская область;муниципальное образование «город Екатеринбург»;г. Екатеринбург;"65701000001";р. Исеть;Медь;"3";1;64;64;ПДК
4223;2016-05-31;Свердловская область;Ирбитское муниципальное образование;г. Ирбит;"65739000001";р. Ница;Взвешенные вещества;"";1;80;80;ПДК
4224;2016-05-31;Свердловская область;Талицкий городской округ;г. Талица;"65724000001";р. Пышма;Взвешенные вещества;"";1;52;52;ПДК
4225;2016-05-31;Свердловская область;Талицкий городской округ;г. Талица;"65724000001";р. Пышма;Взвешенные вещества;"";1;61;61;ПДК
4226;2016-05-31;Свердловская область;городской округ Верхотурский;г. Верхотурье;"65709000001";р. Тура;Взвешенные вещества;"";1;75;75;ПДК
4227;2016-05-31;Свердловская область;городской округ Первоуральск;г. Первоуральск;"65753000001";р. Чусовая;Медь;"3";1;84;84;ПДК
4228;2016-05-31;Удмуртская Республика;Кезский;с. Полом;"94624455101";р. Чепца;Взвешенные вещества;"";1;51;51;ПДК
4229;2016-05-31;Хабаровский край;Солнечный;п. Горный;"08644432101";р. Силинка;Марганец;"4";1;75;75;ПДК
4230;2016-05-31;Хабаровский край;Солнечный;п. Горный;"08644432101";р. Силинка;Марганец;"4";1;63;63;ПДК
4231;2016-05-31;Хабаровский край;Солнечный;п. Горный;"08644432101";р. Силинка;Цинк;"3";1;71;71;ПДК
4232;2016-05-31;Хабаровский край;Солнечный;п. Горный;"08644432101";р. Силинка;Цинк;"3";1;78;78;ПДК
4233;2016-05-31;Хабаровский край;Солнечный;рп. Солнечный;"08644151051";р. Силинка;Цинк;"3";1;53;53;ПДК
4234;2016-05-31;Хабаровский край;Солнечный;рп. Солнечный;"08644151051";р. Силинка;Цинк;"3";1;53;53;ПДК
4235;2016-05-31;Хабаровский край;Николаевский;рп. Многовершинный;"08631158";р. Ул;Медь;"3";1;201;201;ПДК
4236;2016-05-31;Хабаровский край;Николаевский;рп. Многовершинный;"08631158";р. Ул;Медь;"3";1;189;189;ПДК
4237;2016-05-31;Хабаровский край;Солнечный;рп. Солнечный;"08644151051";р. Холдоми;Медь;"3";1;244;244;ПДК
4238;2016-05-31;Хабаровский край;Солнечный;рп. Солнечный;"08644151051";р. Холдоми;Медь;"3";1;126;126;ПДК
4239;2016-05-31;Ямало-Ненецкий автономный округ (Тюменская область);Красноселькупский муниципальный район;с. Красноселькуп;"71913406000";р. Таз;Марганец;"4";1;66;66;ПДК
4240;2016-06-30;Вологодская область;Сокольский район;г. Сокол;"19638101001";р. Пельшма;Растворенный кислород;"";1;2.0;2.0;мг/л
4241;2016-06-30;Вологодская область;Сокольский район;г. Сокол;"19638101001";р. Пельшма;Лигносульфонаты;"4";1;56;56;ПДК
4242;2016-06-30;Забайкальский край;Чита;п. Песчанка;"76701000";р. Песчанка;Нефть и нефтепродукты;"3";1;69;69;ПДК
4243;2016-06-30;Курганская область;Белозерский район;с. Белозерское;"37604408101";р. Тобол;Марганец;"4";1;93;93;ПДК
4244;2016-06-30;Магаданская область;Ольский;с. Талон;"44702000136";р. Тауй;Медь;"3";1;74;74;ПДК
4245;2016-06-30;Мурманская область;Городской округ город Кировск с подведомственной территорией;г. Кировск;"47712000001";оз. Большой Вудъявр;Молибден;"2";1;17;17;ПДК
4246;2016-06-30;Мурманская область;Городской округ город Апатиты с подведомственной территорией;г. Апатиты;"47705000001";р. Белая;Молибден;"2";1;12;12;ПДК
4247;2016-06-30;Мурманская область;Городской округ город Мончегорск с подведомственной территорией;г. Мончегорск;"47715000111";р. Нюдуай;Ртуть;"1";1;8;8;ПДК
4248;2016-06-30;Приморский край;NaN;с. Астраханка;NaN;оз. Ханка;Алюминий;"4";1;53;53;ПДК
4249;2016-06-30;Приморский край;Хорольский;с. Сиваковка;"05650425123";оз. Ханка;Алюминий;"4";1;78;78;ПДК
4250;2016-06-30;Приморский край;Хорольский;с. Сиваковка;"05650425123";оз. Ханка;Алюминий;"4";1;68;68;ПДК
4251;2016-06-30;Приморский край;Уссурийский;г. Уссурийск;"05723000001";р. Раздольная;Алюминий;"4";1;90;90;ПДК
4252;2016-06-30;Приморский край;Уссурийский;г. Уссурийск;"05723000001";р. Раздольная;Алюминий;"4";1;125;125;ПДК
4253;2016-06-30;Приморский край;Октябрьский;с. Новогеоргиевка;"05626410119";р. Раздольная;Алюминий;"4";1;125;125;ПДК
4254;2016-06-30;Псковская область;NaN;д. Козлово;NaN;р. Усвяча;Растворенный кислород;"";1;2.0;2.0;мг/л
4255;2016-06-30;Свердловская область;городской округ Красноуральск;г. Красноуральск;"65746000001";р. Айва;Медь;"3";1;105;105;ПДК
4256;2016-06-30;Свердловская область;городской округ Красноуральск;г. Красноуральск;"65746000001";р. Айва;Медь;"3";1;52;52;ПДК
4257;2016-06-30;Свердловская область;Берёзовский городской округ;г. Березовский;"65731000001";р. Березовка;Взвешенные вещества;"";1;169;169;ПДК
4258;2016-06-30;Свердловская область;городской округ Верхний Тагил;г. Верхний Тагил;"65733000001";р. Сибирка;Марганец;"4";1;87;87;ПДК
4259;2016-06-30;Хабаровский край;Вяземский;п. Дормидонтовка;"08617413101";р. Подхоренок;Медь;"3";1;71;71;ПДК
4260;2016-06-30;Хабаровский край;Вяземский;п. Дормидонтовка;"08617413101";р. Подхоренок;Свинец;"2";1;24;24;ПДК
4261;2016-06-30;Хабаровский край;имени Лазо;рп. Хор;"08624157051";р. Хор;Свинец;"2";1;5;5;ПДК
4262;2016-06-30;Хабаровский край;имени Лазо;рп. Хор;"08624157051";р. Хор;Свинец;"2";1;7;7;ПДК
4263;2016-07-31;Амурская область;Шимановск;г. Шимановск;"10740000001";р. Большая Пера;Марганец;"4";1;65;65;ПДК
4264;2016-07-31;Амурская область;Тындинский;с. Усть-Нюкжа;"10654425101";р. Олекма;Взвешенные вещества;"";1;59;59;ПДК
4265;2016-07-31;Владимирская область;Город Гусь-Хрустальный;г. Гусь-Хрустальный;"17720000001";р. Гусь;Растворенный кислород;"";1;2.0;2.0;мг/л
4266;2016-07-31;Вологодская область;Сокольский район;г. Сокол;"19638101001";р. Пельшма;Растворенный кислород;"";1;0.0;0.0;мг/л
4267;2016-07-31;Вологодская область;Сокольский район;г. Сокол;"19638101001";р. Пельшма;Лигносульфонаты;"4";1;61;61;ПДК
4268;2016-07-31;Вологодская область;Сокольский район;г. Сокол;"19638101001";р. Пельшма;Лигносульфонаты;"4";1;70;70;ПДК
4269;2016-07-31;Вологодская область;Сокольский район;г. Сокол;"19638101001";р. Пельшма;Растворенный кислород;"";1;1.1;1.1;мг/л
4270;2016-07-31;Вологодская область;Сокольский район;г. Сокол;"19638101001";р. Пельшма;Растворенный кислород;"";1;1.6;1.6;мг/л
4271;2016-07-31;Вологодская область;Сокольский район;г. Сокол;"19638101001";р. Пельшма;Лигносульфонаты;"4";1;76;76;ПДК
4272;2016-07-31;Вологодская область;Сокольский район;г. Сокол;"19638101001";р. Пельшма;Растворенный кислород;"";1;0.0;0.0;мг/л
4273;2016-07-31;Вологодская область;Сокольский район;г. Сокол;"19638101001";р. Пельшма;Растворенный кислород;"";1;0.0;0.0;мг/л
4274;2016-07-31;Вологодская область;Сокольский район;г. Сокол;"19638101001";р. Пельшма;Растворенный кислород;"";1;0.0;0.0;мг/л
4275;2016-07-31;Вологодская область;Сокольский район;г. Сокол;"19638101001";р. Пельшма;Метанол;"4";1;58;58;ПДК
4276;2016-07-31;Вологодская область;Сокольский район;г. Сокол;"19638101001";р. Пельшма;Лигносульфонаты;"4";1;55;55;ПДК
4277;2016-07-31;Вологодская область;Сокольский район;г. Сокол;"19638101001";р. Пельшма;БПК5;"";1;43;43;ПДК
4278;2016-07-31;Вологодская область;Сокольский район;г. Сокол;"19638101001";р. Пельшма;БПК5;"";1;50;50;ПДК
4279;2016-07-31;Вологодская область;Сокольский район;г. Сокол;"19638101001";р. Пельшма;БПК5;"";1;68;68;ПДК
4280;2016-07-31;Вологодская область;Сокольский район;г. Сокол;"19638101001";р. Пельшма;БПК5;"";1;20;20;ПДК
4281;2016-07-31;Иркутская область;Ангарский район;г. Ангарск;"25703000001";р. Ангара;Взвешенные вещества;"";1;60;60;ПДК
4282;2016-07-31;Иркутская область;Ангарский район;г. Ангарск;"25703000001";р. Ангара;Взвешенные вещества;"";1;69;69;ПДК
4283;2016-07-31;Курганская область;Шатровский район;с. Мехонское;"37640440101";р. Исеть;Марганец;"4";1;51;51;ПДК
4284;2016-07-31;Магаданская область;NaN;NaN;NaN;вдхр. Колымское;Свинец;"2";1;5;5;ПДК
4285;2016-07-31;Московская область;Рошаль;г. Рошаль;"46786000006";р. Воймега;Растворенный кислород;"";1;1.5;1.5;мг/л
4286;2016-07-31;Московская область;Рошаль;г. Рошаль;"46786000006";р. Воймега;Растворенный кислород;"";1;1.6;1.6;мг/л
4287;2016-07-31;Мурманская область;Городской округ город Кировск с подведомственной территорией;г. Кировск;"47712000001";оз. Большой Вудъявр;Молибден;"2";1;11;11;ПДК
4288;2016-07-31;Мурманская область;Городской округ город Апатиты с подведомственной территорией;г. Апатиты;"47705000001";оз. Имандра;Молибден;"2";1;7;7;ПДК
4289;2016-07-31;Мурманская область;Городской округ город Апатиты с подведомственной территорией;г. Апатиты;"47705000001";р. Белая;Молибден;"2";1;6;6;ПДК
4290;2016-07-31;Мурманская область;Печенгский муниципальный район;пгт. Никель;"47515000051";р. Колос-Йоки;Никель;"3";1;59;59;ПДК
4291;2016-07-31;Мурманская область;Печенгский муниципальный район;пгт. Никель;"47515000051";р. Колос-Йоки;Никель;"3";1;61;61;ПДК
4292;2016-07-31;Мурманская область;Городской округ город Мончегорск с подведомственной территорией;г. Мончегорск;"47715000111";р. Нюдуай;Медь;"3";1;51;51;ПДК
4293;2016-07-31;Мурманская область;Городской округ город Мончегорск с подведомственной территорией;г. Мончегорск;"47715000111";р. Нюдуай;Ртуть;"1";1;6;6;ПДК
4294;2016-07-31;Мурманская область;Городской округ город Мурманск;г. Мурманск;"47701000001";руч. Варничный;Растворенный кислород;"";1;1.3;1.3;мг/л
4295;2016-07-31;Мурманская область;Городской округ город Мурманск;г. Мурманск;"47701000001";руч. Варничный;БПК5;"";1;42;42;ПДК
4296;2016-07-31;Нижегородская область;Дзержинск;г. Дзержинск;"22721000001";р. Ока;Взвешенные вещества;"";1;62;62;ПДК
4297;2016-07-31;Нижегородская область;Дзержинск;г. Дзержинск;"22721000001";р. Ока;Взвешенные вещества;"";1;50;50;ПДК
4298;2016-07-31;Оренбургская область;Медногорск;г. Медногорск;"53715000001";р. Блява;Медь;"3";1;84;84;ПДК
4299;2016-07-31;Сахалинская область;городской округ Охинский;г. Оха;"64736000001";р. Охинка;Нефть и нефтепродукты;"3";1;100;100;ПДК
4300;2016-07-31;Сахалинская область;городской округ Охинский;г. Оха;"64736000001";р. Охинка;Нефть и нефтепродукты;"3";1;100;100;ПДК
4301;2016-07-31;Свердловская область;городской округ Красноуральск;г. Красноуральск;"65746000001";р. Айва;Медь;"3";1;72;72;ПДК
4302;2016-07-31;Свердловская область;городской округ Красноуральск;г. Красноуральск;"65746000001";р. Айва;Медь;"3";1;65;65;ПДК
4303;2016-07-31;Свердловская область;Берёзовский городской округ;г. Березовский;"65731000001";р. Березовка;Взвешенные вещества;"";1;78;78;ПДК
4304;2016-07-31;Свердловская область;Берёзовский городской округ;г. Березовский;"65731000001";р. Пышма;Марганец;"4";1;68;68;ПДК
4305;2016-07-31;Свердловская область;городской округ Верхотурский;с. Прокопьевская Салда;"65709000346";р. Салда;Марганец;"4";1;56;56;ПДК
4306;2016-07-31;Свердловская область;городской округ Верхотурский;с. Прокопьевская Салда;"65709000346";р. Салда;Марганец;"4";1;60;60;ПДК
4307;2016-07-31;Свердловская область;городской округ Верхний Тагил;г. Верхний Тагил;"65733000001";р. Сибирка;Марганец;"4";1;55;55;ПДК
4308;2016-07-31;Смоленская область;Вяземский район;г. Вязьма;"66605101001";р. Вязьма;Растворенный кислород;"";1;1.1;1.1;мг/л
4309;2016-07-31;Смоленская область;Вяземский район;г. Вязьма;"66605101001";р. Вязьма;Растворенный кислород;"";1;1.0;1.0;мг/л
4310;2016-07-31;Смоленская область;Вяземский район;г. Вязьма;"66605101001";р. Вязьма;Растворенный кислород;"";1;1.0;1.0;мг/л
4311;2016-07-31;Смоленская область;Вяземский район;г. Вязьма;"66605101001";р. Вязьма;Растворенный кислород;"";1;0.3;0.3;мг/л
4312;2016-07-31;Смоленская область;Вяземский район;г. Вязьма;"66605101001";р. Вязьма;Растворенный кислород;"";1;0.8;0.8;мг/л
4313;2016-07-31;Смоленская область;Вяземский район;г. Вязьма;"66605101001";р. Вязьма;Растворенный кислород;"";1;0.8;0.8;мг/л
4314;2016-07-31;Смоленская область;Вяземский район;г. Вязьма;"66605101001";р. Вязьма;Растворенный кислород;"";1;0.3;0.3;мг/л
4315;2016-07-31;Смоленская область;Вяземский район;г. Вязьма;"66605101001";р. Вязьма;Растворенный кислород;"";1;1.0;1.0;мг/л
4316;2016-07-31;Смоленская область;Вяземский район;г. Вязьма;"66605101001";р. Вязьма;Растворенный кислород;"";1;1.0;1.0;мг/л
4317;2016-07-31;Смоленская область;Вяземский район;г. Вязьма;"66605101001";р. Вязьма;Растворенный кислород;"";1;1.0;1.0;мг/л
4318;2016-07-31;Смоленская область;Вяземский район;г. Вязьма;"66605101001";р. Вязьма;Растворенный кислород;"";1;0.1;0.1;мг/л
4319;2016-07-31;Смоленская область;Вяземский район;г. Вязьма;"66605101001";р. Вязьма;Растворенный кислород;"";1;0.4;0.4;мг/л
4320;2016-07-31;Смоленская область;Вяземский район;г. Вязьма;"66605101001";р. Вязьма;Растворенный кислород;"";1;0.1;0.1;мг/л
4321;2016-07-31;Смоленская область;Вяземский район;г. Вязьма;"66605101001";р. Вязьма;Растворенный кислород;"";1;1.0;1.0;мг/л
4322;2016-07-31;Хабаровский край;NaN;с. Богородское;NaN;р. Амур;Медь;"3";1;82;82;ПДК
4323;2016-07-31;Хабаровский край;NaN;с. Богородское;NaN;р. Амур;Медь;"3";1;87;87;ПДК
4324;2016-07-31;Хабаровский край;NaN;с. Богородское;NaN;р. Амур;Медь;"3";1;94;94;ПДК
4325;2016-07-31;Хабаровский край;Бикинский;с. Лермонтовка;"08609408101";р. Бира;Медь;"3";1;97;97;ПДК
4326;2016-07-31;Хабаровский край;имени Лазо;рп. Переяславка;"08624151051";р. Кия;Свинец;"2";1;8;8;ПДК
4327;2016-07-31;Хабаровский край;имени Лазо;рп. Переяславка;"08624151051";р. Кия;Медь;"3";1;79;79;ПДК
4328;2016-07-31;Хабаровский край;имени Лазо;рп. Переяславка;"08624151051";р. Кия;Свинец;"2";1;6;6;ПДК
4329;2016-07-31;Хабаровский край;имени Лазо;рп. Переяславка;"08624151051";р. Кия;Медь;"3";1;52;52;ПДК
4330;2016-07-31;Хабаровский край;Вяземский;п. Дормидонтовка;"08617413101";р. Подхоренок;Медь;"3";1;82;82;ПДК
4331;2016-07-31;Хабаровский край;Солнечный;рп. Солнечный;"08644151051";р. Силинка;Цинк;"3";1;65;65;ПДК
4332;2016-07-31;Хабаровский край;Солнечный;рп. Солнечный;"08644151051";р. Силинка;Цинк;"3";1;53;53;ПДК
4333;2016-07-31;Хабаровский край;Солнечный;рп. Солнечный;"08644151051";р. Силинка;Медь;"3";1;62;62;ПДК
4334;2016-07-31;Хабаровский край;Солнечный;рп. Солнечный;"08644151051";р. Силинка;Медь;"3";1;56;56;ПДК
4335;2016-07-31;Хабаровский край;Солнечный;п. Горный;"08644432101";р. Силинка;Цинк;"3";1;51;51;ПДК
4336;2016-07-31;Хабаровский край;Солнечный;п. Горный;"08644432101";р. Силинка;Медь;"3";1;79;79;ПДК
4337;2016-07-31;Хабаровский край;Солнечный;п. Горный;"08644432101";р. Силинка;Марганец;"4";1;84;84;ПДК
4338;2016-07-31;Хабаровский край;Солнечный;п. Горный;"08644432101";р. Силинка;Марганец;"4";1;52;52;ПДК
4339;2016-07-31;Хабаровский край;Солнечный;п. Горный;"08644432101";р. Силинка;Цинк;"3";1;87;87;ПДК
4340;2016-07-31;Хабаровский край;Солнечный;рп. Солнечный;"08644151051";р. Холдоми;Медь;"3";1;63;63;ПДК
4341;2016-07-31;Хабаровский край;Солнечный;рп. Солнечный;"08644151051";р. Холдоми;Медь;"3";1;89;89;ПДК
4342;2016-07-31;Хабаровский край;имени Лазо;рп. Хор;"08624157051";р. Хор;Медь;"3";1;67;67;ПДК
4343;2016-07-31;Хабаровский край;имени Лазо;рп. Хор;"08624157051";р. Хор;Свинец;"2";1;5;5;ПДК
4344;2016-07-31;Хабаровский край;Хабаровский;с. Сергеевка;"08655460101";р. Черная;Растворенный кислород;"";1;2.0;2.0;мг/л
4345;2016-08-31;Амурская область;Бурейский;с. Малиновка;"10615432101";р. Бурея;Нефть и нефтепродукты;"3";1;100;100;ПДК
4346;2016-08-31;Амурская область;Бурейский;с. Малиновка;"10615432101";р. Бурея;Нефть и нефтепродукты;"3";1;100;100;ПДК
4347;2016-08-31;Амурская область;Бурейский;с. Малиновка;"10615432101";р. Бурея;Нефть и нефтепродукты;"3";1;100;100;ПДК
4348;2016-08-31;Амурская область;Бурейский;с. Малиновка;"10615432101";р. Бурея;Нефть и нефтепродукты;"3";1;100;100;ПДК
4349;2016-08-31;Вологодская область;Сокольский район;г. Сокол;"19638101001";р. Пельшма;Лигносульфонаты;"4";1;99;99;ПДК
4350;2016-08-31;Вологодская область;Сокольский район;г. Сокол;"19638101001";р. Пельшма;Растворенный кислород;"";1;0.0;0.0;мг/л
4351;2016-08-31;Вологодская область;Сокольский район;г. Сокол;"19638101001";р. Пельшма;БПК5;"";1;63;63;ПДК
4352;2016-08-31;Вологодская область;Сокольский район;г. Сокол;"19638101001";р. Пельшма;Растворенный кислород;"";1;0.0;0.0;мг/л
4353;2016-08-31;Иркутская область;Свирск;г. Свирск;"25746000001";вдхр. Братское;Взвешенные вещества;"";1;55;55;ПДК
4354;2016-08-31;Иркутская область;Усолье-Сибирское;г. Усолье-Сибирское;"25736000001";вдхр. Братское;Взвешенные вещества;"";1;84;84;ПДК
4355;2016-08-31;Иркутская область;Усолье-Сибирское;г. Усолье-Сибирское;"25736000001";вдхр. Братское;Взвешенные вещества;"";1;73;73;ПДК
4356;2016-08-31;Иркутская область;Усолье-Сибирское;г. Усолье-Сибирское;"25736000001";вдхр. Братское;Взвешенные вещества;"";1;83;83;ПДК
4357;2016-08-31;Иркутская область;Усолье-Сибирское;г. Усолье-Сибирское;"25736000001";вдхр. Братское;Взвешенные вещества;"";1;82;82;ПДК
4358;2016-08-31;Иркутская область;Усолье-Сибирское;г. Усолье-Сибирское;"25736000001";вдхр. Братское;Взвешенные вещества;"";1;84;84;ПДК
4359;2016-08-31;Иркутская область;Ангарский район;г. Ангарск;"25703000001";р. Ангара;Взвешенные вещества;"";1;91;91;ПДК
4360;2016-08-31;Иркутская область;Ангарский район;г. Ангарск;"25703000001";р. Ангара;Взвешенные вещества;"";1;108;108;ПДК
4361;2016-08-31;Иркутская область;Ангарский район;г. Ангарск;"25703000001";р. Ангара;Взвешенные вещества;"";1;63;63;ПДК
4362;2016-08-31;Иркутская область;Ангарский район;г. Ангарск;"25703000001";р. Ангара;Взвешенные вещества;"";1;87;87;ПДК
4363;2016-08-31;Иркутская область;Ангарский район;г. Ангарск;"25703000001";р. Ангара;Взвешенные вещества;"";1;126;126;ПДК
4364;2016-08-31;Иркутская область;Ангарский район;г. Ангарск;"25703000001";р. Ангара;Взвешенные вещества;"";1;73;73;ПДК
4365;2016-08-31;Иркутская область;Ангарский район;г. Ангарск;"25703000001";р. Ангара;Взвешенные вещества;"";1;75;75;ПДК
4366;2016-08-31;Иркутская область;Иркутск;г. Иркутск;"25701000001";р. Ангара;Взвешенные вещества;"";1;67;67;ПДК
4367;2016-08-31;Иркутская область;Иркутск;г. Иркутск;"25701000001";р. Ангара;Взвешенные вещества;"";1;70;70;ПДК
4368;2016-08-31;Иркутская область;Иркутск;г. Иркутск;"25701000001";р. Ангара;Взвешенные вещества;"";1;76;76;ПДК
4369;2016-08-31;Иркутская область;Иркутск;г. Иркутск;"25701000001";р. Ангара;Взвешенные вещества;"";1;207;207;ПДК
4370;2016-08-31;Иркутская область;Иркутск;г. Иркутск;"25701000001";р. Ангара;Взвешенные вещества;"";1;205;205;ПДК
4371;2016-08-31;Иркутская область;Иркутск;г. Иркутск;"25701000001";р. Ангара;Взвешенные вещества;"";1;173;173;ПДК
4372;2016-08-31;Курганская область;Шадринск;г. Шадринск;"37705000001";р. Исеть;Взвешенные вещества;"";1;65;65;ПДК
4373;2016-08-31;Мурманская область;Печенгский муниципальный район;пгт. Никель;"47515000051";р. Колос-Йоки;Никель;"3";1;62;62;ПДК
4374;2016-08-31;Мурманская область;Печенгский муниципальный район;пгт. Никель;"47515000051";р. Колос-Йоки;Никель;"3";1;61;61;ПДК
4375;2016-08-31;Мурманская область;Городской округ город Мончегорск с подведомственной территорией;г. Мончегорск;"47715000111";р. Нюдуай;Ртуть;"1";1;9;9;ПДК
4376;2016-08-31;Мурманская область;Городской округ город Мурманск;г. Мурманск;"47701000001";руч. Варничный;Растворенный кислород;"";1;2.0;2.0;мг/л
4377;2016-08-31;Мурманская область;Городской округ город Мурманск;г. Мурманск;"47701000001";руч. Варничный;БПК5;"";1;28;28;ПДК
4378;2016-08-31;Нижегородская область;Дзержинск;г. Дзержинск;"22721000001";р. Ока;Взвешенные вещества;"";1;50;50;ПДК
4379;2016-08-31;Псковская область;Усвятский район;д. Узкое;"58658452316";р. Ловать;Растворенный кислород;"";1;1.6;1.6;мг/л
4380;2016-08-31;Псковская область;Усвятский район;д. Узкое;"58658452316";р. Ловать;Растворенный кислород;"";1;1.5;1.5;мг/л
4381;2016-08-31;Сахалинская область;городской округ Охинский;г. Оха;"64736000001";р. Охинка;Нефть и нефтепродукты;"3";1;100;100;ПДК
4382;2016-08-31;Сахалинская область;городской округ Охинский;г. Оха;"64736000001";р. Охинка;Нефть и нефтепродукты;"3";1;100;100;ПДК
4383;2016-08-31;Свердловская область;городской округ Красноуральск;г. Красноуральск;"65746000001";р. Айва;Железо общее;"4";1;56;56;ПДК
4384;2016-08-31;Свердловская область;городской округ Красноуральск;г. Красноуральск;"65746000001";р. Айва;Марганец;"4";1;75;75;ПДК
4385;2016-08-31;Свердловская область;городской округ Красноуральск;г. Красноуральск;"65746000001";р. Айва;Марганец;"4";1;52;52;ПДК
4386;2016-08-31;Свердловская область;городской округ Красноуральск;г. Красноуральск;"65746000001";р. Айва;Железо общее;"4";1;51;51;ПДК
4387;2016-08-31;Свердловская область;Берёзовский городской округ;г. Березовский;"65731000001";р. Березовка;Взвешенные вещества;"";1;138;138;ПДК
4388;2016-08-31;Свердловская область;муниципальное образование «город Екатеринбург»;г. Екатеринбург;"65701000001";р. Исеть;Марганец;"4";1;66;66;ПДК
4389;2016-08-31;Свердловская область;Новолялинский городской округ;г. Новая Ляля;"65716000001";р. Ляля;Растворенный кислород;"";1;0.6;0.6;мг/л
4390;2016-08-31;Свердловская область;городской округ Первоуральск;г. Первоуральск;"65753000001";р. Пахотка;Нефть и нефтепродукты;"3";1;51;51;ПДК
4391;2016-08-31;Свердловская область;Берёзовский городской округ;г. Березовский;"65731000001";р. Пышма;Марганец;"4";1;86;86;ПДК
4392;2016-08-31;Свердловская область;городской округ Верхний Тагил;г. Верхний Тагил;"65733000001";р. Сибирка;Марганец;"4";1;51;51;ПДК
4393;2016-08-31;Свердловская область;Серовский городской округ;п. Черноярский;"65756000271";р. Сосьва;Взвешенные вещества;"";1;52;52;ПДК
4394;2016-08-31;Свердловская область;городской округ Краснотурьинск;г. Краснотурьинск;"65745000001";р. Турья;Водородный показатель (pH);"";1;10.9;10.9;pH
4395;2016-08-31;Свердловская область;городской округ Краснотурьинск;г. Краснотурьинск;"65745000001";р. Турья;Взвешенные вещества;"";1;70;70;ПДК
4396;2016-08-31;Свердловская область;городской округ Краснотурьинск;г. Краснотурьинск;"65745000001";р. Турья;Взвешенные вещества;"";1;65;65;ПДК
4397;2016-08-31;Свердловская область;Горноуральский городской округ;п. Черноисточинск;"65717000306";руч. Безымянный;Взвешенные вещества;"";1;267;267;ПДК
4398;2016-08-31;Смоленская область;Дорогобужский район;г. Дорогобуж;"66614101001";р. Днепр;Растворенный кислород;"";1;1.4;1.4;мг/л
4399;2016-08-31;Смоленская область;Дорогобужский район;г. Дорогобуж;"66614101001";р. Днепр;Растворенный кислород;"";1;0.6;0.6;мг/л
4400;2016-08-31;Смоленская область;Город Смоленск;г. Смоленск;"66701000001";р. Днепр;Растворенный кислород;"";1;0.9;0.9;мг/л
4401;2016-08-31;Смоленская область;Город Смоленск;г. Смоленск;"66701000001";р. Днепр;Растворенный кислород;"";1;0.6;0.6;мг/л
4402;2016-08-31;Смоленская область;Город Смоленск;г. Смоленск;"66701000001";р. Днепр;Растворенный кислород;"";1;0.6;0.6;мг/л
4403;2016-08-31;Смоленская область;Город Смоленск;г. Смоленск;"66701000001";р. Днепр;Растворенный кислород;"";1;0.5;0.5;мг/л
